pressao_atm_(mB),Data
0.5174262734584445,2010-01-01 03:00:00
0.46916890080429013,2010-01-01 07:00:00
0.4986595174262716,2010-01-01 11:00:00
0.495978552278821,2010-01-01 15:00:00
0.43431635388739814,2010-01-01 19:00:00
0.4504021447721173,2010-01-01 23:00:00
0.46112600536192905,2010-01-02 03:00:00
0.38337801608579014,2010-01-02 07:00:00
0.4209115281501327,2010-01-02 11:00:00
0.4048257372654136,2010-01-02 15:00:00
0.39678284182305557,2010-01-02 19:00:00
0.43163538873994445,2010-01-02 23:00:00
0.4852546916890062,2010-01-03 03:00:00
0.46648793565683644,2010-01-03 07:00:00
0.5120643431635371,2010-01-03 11:00:00
0.5013404825737253,2010-01-03 15:00:00
0.45844504021447535,2010-01-03 19:00:00
0.46112600536192905,2010-01-03 23:00:00
0.46916890080429013,2010-01-04 03:00:00
0.4289544235924938,2010-01-04 07:00:00
0.46112600536192905,2010-01-04 11:00:00
0.46112600536192905,2010-01-04 15:00:00
0.4209115281501327,2010-01-04 19:00:00
0.44504021447720993,2010-01-04 23:00:00
0.4128686327077747,2010-01-05 03:00:00
0.3324396782841821,2010-01-05 07:00:00
0.3404825737265401,2010-01-05 11:00:00
0.25201072386058954,2010-01-05 15:00:00
0.21983914209115124,2010-01-05 19:00:00
0.2332439678284167,2010-01-05 23:00:00
0.2091152815013395,2010-01-06 03:00:00
0.16085790884718518,2010-01-06 07:00:00
0.1957104557640741,2010-01-06 11:00:00
0.18498659517426236,2010-01-06 15:00:00
0.20375335120643212,2010-01-06 19:00:00
0.22788203753351235,2010-01-06 23:00:00
0.26809651474530866,2010-01-07 03:00:00
0.2788203753351204,2010-01-07 07:00:00
0.367292225201071,2010-01-07 11:00:00
0.4262734584450401,2010-01-07 15:00:00
0.4289544235924938,2010-01-07 19:00:00
0.4745308310991945,2010-01-07 23:00:00
0.5281501340482562,2010-01-08 03:00:00
0.4906166219839136,2010-01-08 07:00:00
0.5335120643431636,2010-01-08 11:00:00
0.5335120643431636,2010-01-08 15:00:00
0.4745308310991945,2010-01-08 19:00:00
0.46916890080429013,2010-01-08 23:00:00
0.4852546916890062,2010-01-09 03:00:00
0.410187667560321,2010-01-09 07:00:00
0.4289544235924938,2010-01-09 11:00:00
0.4235924932975864,2010-01-09 15:00:00
0.3458445040214475,2010-01-09 19:00:00
0.3565683646112593,2010-01-09 23:00:00
0.367292225201071,2010-01-10 03:00:00
0.30563002680965123,2010-01-10 07:00:00
0.359249329758713,2010-01-10 11:00:00
0.3378016085790864,2010-01-10 15:00:00
0.29758713136729015,2010-01-10 19:00:00
0.31367292225200927,2010-01-10 23:00:00
0.2922252010723858,2010-01-11 03:00:00
0.26809651474530866,2010-01-11 07:00:00
0.30026809651474384,2010-01-11 11:00:00
0.3378016085790864,2010-01-11 15:00:00
0.31903485254691666,2010-01-11 19:00:00
0.31903485254691666,2010-01-11 23:00:00
0.3378016085790864,2010-01-12 03:00:00
0.26809651474530866,2010-01-12 07:00:00
0.2761394101876667,2010-01-12 11:00:00
0.2707774798927593,2010-01-12 15:00:00
0.22520107238605866,2010-01-12 19:00:00
0.2841823056300247,2010-01-12 23:00:00
0.30294906166219754,2010-01-13 03:00:00
0.26541554959785496,2010-01-13 07:00:00
0.3646112600536173,2010-01-13 11:00:00
0.3699731903485247,2010-01-13 15:00:00
0.3646112600536173,2010-01-13 19:00:00
0.38605898123324384,2010-01-13 23:00:00
0.39946380697050926,2010-01-14 03:00:00
0.359249329758713,2010-01-14 07:00:00
0.40214477211796296,2010-01-14 11:00:00
0.43163538873994445,2010-01-14 15:00:00
0.39946380697050926,2010-01-14 19:00:00
0.47721179624664817,2010-01-14 23:00:00
0.5281501340482562,2010-01-15 03:00:00
0.5227882037533519,2010-01-15 07:00:00
0.5924932975871297,2010-01-15 11:00:00
0.6193029490616605,2010-01-15 15:00:00
0.5924932975871297,2010-01-15 19:00:00
0.6139410187667562,2010-01-15 23:00:00
0.6300268096514753,2010-01-16 03:00:00
0.5710455764075062,2010-01-16 07:00:00
0.5764075067024136,2010-01-16 11:00:00
0.5764075067024136,2010-01-16 15:00:00
0.5281501340482562,2010-01-16 19:00:00
