temp_max_(C),Data
0.5911764705882353,2010-01-01 00:00:00
0.5764705882352942,2010-01-01 04:00:00
0.5794117647058824,2010-01-01 08:00:00
0.6411764705882352,2010-01-01 12:00:00
0.6794117647058824,2010-01-01 16:00:00
0.6617647058823529,2010-01-01 20:00:00
0.5970588235294116,2010-01-02 00:00:00
0.5352941176470589,2010-01-02 04:00:00
0.4911764705882354,2010-01-02 08:00:00
0.6441176470588235,2010-01-02 12:00:00
0.7470588235294118,2010-01-02 16:00:00
0.7117647058823531,2010-01-02 20:00:00
0.6411764705882352,2010-01-03 00:00:00
0.626470588235294,2010-01-03 04:00:00
0.5470588235294118,2010-01-03 08:00:00
0.6794117647058824,2010-01-03 12:00:00
0.723529411764706,2010-01-03 16:00:00
0.6735294117647058,2010-01-03 20:00:00
0.6470588235294118,2010-01-04 00:00:00
0.6058823529411765,2010-01-04 04:00:00
0.6147058823529411,2010-01-04 08:00:00
0.6882352941176471,2010-01-04 12:00:00
0.7029411764705882,2010-01-04 16:00:00
0.6588235294117647,2010-01-04 20:00:00
0.5529411764705882,2010-01-05 00:00:00
0.5617647058823529,2010-01-05 04:00:00
0.5647058823529413,2010-01-05 08:00:00
0.6441176470588235,2010-01-05 12:00:00
0.7970588235294118,2010-01-05 16:00:00
0.6441176470588235,2010-01-05 20:00:00
0.6176470588235294,2010-01-06 00:00:00
0.6205882352941177,2010-01-06 04:00:00
0.6588235294117647,2010-01-06 08:00:00
0.7676470588235295,2010-01-06 12:00:00
0.8117647058823529,2010-01-06 16:00:00
0.6617647058823529,2010-01-06 20:00:00
0.6676470588235295,2010-01-07 00:00:00
0.6058823529411765,2010-01-07 04:00:00
0.5852941176470587,2010-01-07 08:00:00
0.6088235294117648,2010-01-07 12:00:00
0.6617647058823529,2010-01-07 16:00:00
0.5882352941176471,2010-01-07 20:00:00
0.5323529411764706,2010-01-08 00:00:00
0.5205882352941177,2010-01-08 04:00:00
0.5529411764705882,2010-01-08 08:00:00
0.6088235294117648,2010-01-08 12:00:00
0.6676470588235295,2010-01-08 16:00:00
0.65,2010-01-08 20:00:00
0.5323529411764706,2010-01-09 00:00:00
0.5235294117647058,2010-01-09 04:00:00
0.5470588235294118,2010-01-09 08:00:00
0.6470588235294118,2010-01-09 12:00:00
0.7088235294117647,2010-01-09 16:00:00
0.6882352941176471,2010-01-09 20:00:00
0.6088235294117648,2010-01-10 00:00:00
0.6,2010-01-10 04:00:00
0.5970588235294116,2010-01-10 08:00:00
0.6941176470588236,2010-01-10 12:00:00
0.7,2010-01-10 16:00:00
0.6205882352941177,2010-01-10 20:00:00
0.5823529411764705,2010-01-11 00:00:00
0.6147058823529411,2010-01-11 04:00:00
0.6088235294117648,2010-01-11 08:00:00
0.7029411764705882,2010-01-11 12:00:00
0.7147058823529411,2010-01-11 16:00:00
0.6558823529411764,2010-01-11 20:00:00
0.5588235294117647,2010-01-12 00:00:00
0.5411764705882353,2010-01-12 04:00:00
0.5205882352941177,2010-01-12 08:00:00
0.6529411764705884,2010-01-12 12:00:00
0.7529411764705882,2010-01-12 16:00:00
0.7323529411764705,2010-01-12 20:00:00
0.6705882352941176,2010-01-13 00:00:00
0.5764705882352942,2010-01-13 04:00:00
0.6088235294117648,2010-01-13 08:00:00
0.6764705882352942,2010-01-13 12:00:00
0.6852941176470587,2010-01-13 16:00:00
0.5705882352941176,2010-01-14 00:00:00
0.5382352941176469,2010-01-14 04:00:00
0.5470588235294118,2010-01-14 08:00:00
0.5970588235294116,2010-01-14 12:00:00
0.65,2010-01-14 16:00:00
0.6029411764705882,2010-01-14 20:00:00
0.5911764705882353,2010-01-15 00:00:00
0.5647058823529413,2010-01-15 04:00:00
0.55,2010-01-15 08:00:00
0.623529411764706,2010-01-15 12:00:00
0.6705882352941176,2010-01-15 16:00:00
0.65,2010-01-15 20:00:00
0.5941176470588236,2010-01-16 00:00:00
0.5323529411764706,2010-01-16 04:00:00
0.5,2010-01-16 08:00:00
0.6382352941176471,2010-01-16 12:00:00
0.6411764705882352,2010-01-16 16:00:00
0.5705882352941176,2010-01-16 20:00:00
0.5617647058823529,2010-01-17 00:00:00
0.6205882352941177,2010-01-17 04:00:00
0.5705882352941176,2010-01-17 08:00:00
0.6529411764705884,2010-01-17 12:00:00
0.7470588235294118,2010-01-17 16:00:00
0.6647058823529413,2010-01-17 20:00:00
0.5588235294117647,2010-01-18 00:00:00
0.5382352941176469,2010-01-18 04:00:00
0.4911764705882354,2010-01-18 08:00:00
0.6352941176470589,2010-01-18 12:00:00
0.7470588235294118,2010-01-18 16:00:00
0.7205882352941176,2010-01-18 20:00:00
0.6470588235294118,2010-01-19 00:00:00
0.6088235294117648,2010-01-19 04:00:00
0.5529411764705882,2010-01-19 08:00:00
0.6794117647058824,2010-01-19 12:00:00
0.7411764705882353,2010-01-19 16:00:00
0.7205882352941176,2010-01-19 20:00:00
0.6882352941176471,2010-01-20 00:00:00
0.6647058823529413,2010-01-20 04:00:00
0.6323529411764706,2010-01-20 08:00:00
0.8088235294117647,2010-01-20 12:00:00
